"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"IRCT20200404046948N1","http://en.irct.ir/trial/46973",NA,"Iran","Tehran","2020-Apr","2020-Jun","Completed","Randomised","Open-Label",2,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Fever, PaO2-FiO2, Respiratory Rate","Plasma based therapy, SOC",60
"CHICTR2000030165","http://www.chictr.org.cn/showproj.aspx?proj=49947",NA,"China","Tianjin","2020-Feb","2020-Dec","Recruiting","Randomised","Unspecified",3,"Confirmed","Outpatient, Hospital","Viral Load or Clearance, Radiographic Findings","Respiratory support, SOC",60
"NCT04328272","https://ClinicalTrials.gov/show/NCT04328272",NA,"Pakistan","Islamabad","2020-Mar","2020-May","Not Recruiting","Randomised","Single",3,"Confirmed","Hospital","Clinical Improvement Score (Any), C-Reactive Protein, D-Dimer","HCQ, HCQ + AZT, SOC",75
"CHICTR2000029621","http://www.chictr.org.cn/showproj.aspx?proj=49165",NA,"China","Shanghai","2020-Feb","2020-Dec","Recruiting","Randomised","Open-Label",2,"Confirmed","Outpatient","Mortality, Viral Load or Clearance, Fever","SOC, Umifenovir",380
"CHICTR2000029941","http://www.chictr.org.cn/showproj.aspx?proj=49596",NA,"China","Shanghai","2020-Feb","2020-Jun","Not Recruiting","Randomised","Unspecified",2,"Confirmed And Suspected","Outpatient, Hospital","Hospitalization, Viral Load or Clearance, Fever, Adverse Events, Serious Adverse Events, Radiographic Findings","SOC, TCM",200
"CHICTR2000031089","http://www.chictr.org.cn/showproj.aspx?proj=51136",NA,"China","Guangdong","2020-Mar","2020-Apr","Not Recruiting","Non-Randomised","Unspecified",2,"Confirmed","Unclear","Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, White Blood Cell Count, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, eGFR, Myoglobin, Troponin, Procalcitonin, Prothrombin, Fibrinogen, Coagulation Test, ALT, Albumin, Bilirubin, Radiographic Findings","SOC, TCM",300
"CHICTR2000029550","http://www.chictr.org.cn/showproj.aspx?proj=48775",NA,"China","Sichuan","2020-Feb","2020-May","Recruiting","Randomised","Unspecified",2,"Confirmed","Unclear","C-Reactive Protein, White Blood Cell Count, Monocyte Count, Natural Killer Cell Count, Erythrocyte Sedimentation Rate, D-Dimer, Weight, Height or BMI, Creatinine Phosphokinase, Troponin, Procalcitonin, Radiographic Findings","TCM",300
"CHICTR2000030039","http://www.chictr.org.cn/showproj.aspx?proj=49544",NA,"China","Jiangsu","2020-Feb","2020-Feb","Recruiting","Non-Randomised","Unspecified",2,"Confirmed","Outpatient, Hospital","Viral Load or Clearance, C-Reactive Protein, IL-6, LDH, Respiratory Rate, Renal Outcome (Unspecified)","Plasma based therapy, SOC",90
"CHICTR2000030255","http://www.chictr.org.cn/showproj.aspx?proj=50089",NA,"China","Shanghai","2020-Feb","2020-Jul","Not Recruiting","Randomised","Unspecified",2,"Confirmed","Outpatient, Hospital","Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, Respiratory Rate, Radiographic Findings","SOC, TCM",300
"NCT04349592","https://ClinicalTrials.gov/show/NCT04349592",NA,"Qatar","Doha","2020-Apr","2020-May","Not Recruiting","Randomised","Quadruple",3,"Yes","Hospital","Viral Load or Clearance","HCQ, HCQ + AZT, SOC",456
"NCT04324021","https://clinicaltrials.gov/show/NCT04324021",NA,"Italy","Rome","2020-Mar",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Healthcare Workers, Unclear",NA,"Anakinra, mAb",54
"CHICTR2000030987","http://www.chictr.org.cn/showproj.aspx?proj=51329",NA,"China","Beijing","2020-Mar","2020-Jun","Recruiting","Randomised","Unspecified",3,"Resolved","Resolved Discharged","Viral Load or Clearance, Pneumonia or ARDS, Cough, Dyspnea","FPV, FPV + HCQ, SOC",150
"NCT04261270","https://clinicaltrials.gov/show/NCT04261270",NA,"China","Beijing","2020-Apr",NA,"Recruiting","Randomised","Single",3,"Confirmed","Hospital","ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, Adverse Events, C-Reactive Protein, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, ALT, PaO2-FiO2, Respiratory Rate","Oseltamivir, Oseltamivir + Antivirals, Other + Oseltamivir",60
"EUCTR2020-001634-36-ES","https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001634-36",NA,"Spain","Madrid","2020-Apr",NA,"Not Recruiting","Randomised","Open-Label",2,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever","Sarilumab, SOC",30
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Arizona","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","California","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Georgia","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"NCT04376034","https://ClinicalTrials.gov/show/NCT04376034",NA,"United States","West Virginia","2020-May","2021-Mar","Recruiting","Non-Randomised","Open-Label",3,"Confirmed","ICU",NA,"Plasma based therapy, SOC",240
"NCT04363034","https://ClinicalTrials.gov/show/NCT04363034",NA,"United States","Arkansas","2020-Apr",NA,"Recruiting","Unspecified","Unspecified",1,NA,"ICU",NA,"Plasma based therapy",NA
"NCT04268537","https://clinicaltrials.gov/show/NCT04268537",NA,"China","Beijing","2020-Aug",NA,"Not Recruiting","Randomised","Single",3,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), C-Reactive Protein, IL-6, Procalcitonin, Radiographic Findings","mAb, Other",120
"DRKS00021238","https://www.drks.de/drks_web/navigate.do?navigationId=trial.HTML&TRIAL_ID=DRKS00021238",NA,"Germany","Baden-Wurttemberg","2020-Apr",NA,"Recruiting","Randomised","Triple",2,NA,"ICU","Mortality, ICU Admission, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, PaO2-FiO2","SOC, TCZ",200
"NCT04366323","https://clinicaltrials.gov/show/NCT04366323",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,"ICU","Adverse Events","SOC, Stem cells",26
"NCT04261426","https://clinicaltrials.gov/show/NCT04261426",NA,"China","Beijing","2020-Jun",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events","Igs, SOC",80
"CHICTR2000029580","http://www.chictr.org.cn/showproj.aspx?proj=49088",NA,"China","Hubei","2020-Feb","2020-Dec","Recruiting","Randomised","Single",2,"Confirmed","Hospital","Adverse Events","SOC, Stem cells",70
"NCT04332094","https://ClinicalTrials.gov/show/NCT04332094",NA,"Spain","Barcelona","2020-Apr","2020-Sep","Recruiting","Randomised","Open-Label",3,"Confirmed","Hospital","Mortality, Invasive Mechanical Ventilation or ECMO","HCQ + AZT, TCZ + AZT + HCQ",276
"CHICTR2000029638","http://www.chictr.org.cn/showproj.aspx?proj=49224",NA,"China","Sichuan","2020-Feb",NA,"Recruiting","Randomised","Unspecified",2,"Confirmed","Unclear","Cough, Fever, Dyspnea, Other Mild Symptoms, Treatment-emergent Adverse Events, C-Reactive Protein, IL-1, IL-2, IL-4, IL-6, IL-7, IL-8, IL-10, Tumor Necrosis Factor (Any), Granulocyte Stimulaiting Factor, White Blood Cell Count, Hemoglobin, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, Myoglobin, Troponin, Procalcitonin, Coagulation Test, Urine Sample, Blood Pressure, Heart Rate, Respiratory Rate, Radiographic Findings","IFN",100
"NCT04331899","https://ClinicalTrials.gov/show/NCT04331899",NA,"United States","California","2020-Apr","2021-May","Recruiting","Randomised","Single",2,"Confirmed","Outpatient","Viral Load or Clearance","IFN, SOC",120
"CHICTR2000029947","http://www.chictr.org.cn/showproj.aspx?proj=49599",NA,"China","Shanghai","2020-Feb","2020-Jun","Not Recruiting","Randomised","Unspecified",2,"Confirmed","Hospital","Viral Load or Clearance, Serious or Seconday Infections, Adverse Events, Quality of Life","SOC, TCM",200
"CHICTR2000029960","http://www.chictr.org.cn/showproj.aspx?proj=49639",NA,"China","Hunan","2020-Feb","2020-May","Not Recruiting","Non-Randomised","Unspecified",2,"Confirmed Or Suspected","Unclear",NA,"SOC, TCM",100
"NCT04299724","https://ClinicalTrials.gov/show/NCT04299724",NA,"China","Guangdong","2020-Mar","2023-Jul","Recruiting","Single-Arm","Open-Label",1,"Confirmed And Healthy","Healthy Unexposed, Healthy Exposed, Outpatient","Mortality, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Treatment-emergent Adverse Events, C-Reactive Protein","Vaccine",100
"CHICTR2000030897","http://www.chictr.org.cn/showproj.aspx?proj=50462",NA,"China","Zhejiang","2020-Mar","2021-May","Recruiting","Randomised","Unspecified",2,"Resolved","Resolved Discharged","Hospitalization, Hospital Discharge, Viral Load or Clearance, Fever, C-Reactive Protein, IL-2, IL-4, IL-6, IL-8, IL-10, Tumor Necrosis Factor (Any), Interferon (Any), White Blood Cell Count, Monocyte Count, Weight, Height or BMI, Albumin, IgG, IgM or IgA, Antibodies, CD4, Radiographic Findings","Nutrition, SOC",20
"NCT04312997","https://ClinicalTrials.gov/show/NCT04312997",NA,"United States","California","2020-Mar","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation","Other, SOC",100
"NCT04312997","https://ClinicalTrials.gov/show/NCT04312997",NA,"United States","Florida","2020-Mar","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation","Other, SOC",100
"NCT04312997","https://ClinicalTrials.gov/show/NCT04312997",NA,"United States","Kentucky","2020-Mar","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation","Other, SOC",100
"NCT04312997","https://ClinicalTrials.gov/show/NCT04312997",NA,"United States","Oklahoma","2020-Mar","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation","Other, SOC",100
"NCT04312997","https://ClinicalTrials.gov/show/NCT04312997",NA,"United States","Texas","2020-Mar","2020-Sep","Recruiting","Randomised","Quadruple",2,"Confirmed","Unclear","Mortality, ICU Admission, Clinical Improvement Score (Any), Non-invasive Ventilation","Other, SOC",100
"CHICTR2000029460","http://www.chictr.org.cn/showproj.aspx?proj=48930",NA,"China","Hubei","2020-Feb","2021-Dec","Not Recruiting","Randomised","Open-Label",2,"Resolved","Resolved Discharged","Adverse Events, 6-Minute Walking Distance, Quality of Life","Exercise, SOC",100
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","California","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Colorado","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Connecticut","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","District Of Columbia","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Florida","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Georgia","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Illinois","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Louisiana","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Maryland","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Massachusetts","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Michigan","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Minnesota","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","New Jersey","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","New York","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
"NCT04315298","https://ClinicalTrials.gov/show/NCT04315298",NA,"United States","Oklahoma","2020-Mar","2021-May","Recruiting","Randomised","Quadruple",3,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious Adverse Events, C-Reactive Protein, IL-6, White Blood Cell Count, Platelet Count, Hemoglobin, ALT, AST, Bilirubin, Respiratory Rate, Hypoxemia","Sarilumab, SOC",2500
